(1616.39, 279.21)
(1515.33, 279.21)
(1509.43, 279.987)
(1503.92, 282.266)
(1499.2, 285.891)
(1495.58, 290.615)
(1493.3, 296.116)
(1492.52, 302.02)
(1492.52, 343.31)
(1492.82, 347.549)
(1493.69, 351.706)
(1495.14, 355.702)
(1497.12, 359.46)
(1541.83, 431.7)
(1544.93, 437.586)
(1547.19, 443.844)
(1548.56, 450.353)
(1549.02, 456.99)
(1549.02, 544.27)
(1550.07, 552.21)
(1553.13, 559.609)
(1558.01, 565.963)
(1564.36, 570.839)
(1571.76, 573.904)
(1579.7, 574.95)
(1839.08, 574.95)
(1847.02, 573.905)
(1854.42, 570.84)
(1860.77, 565.964)
(1865.65, 559.61)
(1868.71, 552.211)
(1869.76, 544.27)
(1869.76, 538.8)
(1871.96, 519.752)
(1879.13, 501.968)
(1890.76, 486.72)
(1906.01, 475.097)
(1923.79, 467.929)
(1942.84, 465.73)
(1975.32, 465.73)
(1983.26, 464.684)
(1990.66, 461.619)
(1997.01, 456.743)
(2001.89, 450.389)
(2004.95, 442.99)
(2006.0, 435.05)
(2006.0, 300.04)
(2005.22, 294.136)
(2002.94, 288.635)
(1999.32, 283.911)
(1994.6, 280.286)
(1989.09, 278.007)
(1983.19, 277.23)
(1901.22, 277.23)
(1899.56, 277.277)
(1897.91, 277.42)
(1896.27, 277.658)
(1894.65, 277.99)
(1892.05, 278.522)
(1889.42, 278.904)
(1886.77, 279.133)
(1884.12, 279.21)
(1620.07, 279.21)
(1616.39, 279.21)
(1616.39, 279.21)
