(543.79, 1212.68)
(543.79, 1544.85)
(543.887, 1546.82)
(543.966, 1547.62)
(544.727, 1551.45)
(546.217, 1555.06)
(548.379, 1558.31)
(548.891, 1558.93)
(550.2, 1560.38)
(652.975, 1663.73)
(653.629, 1664.46)
(658.056, 1669.88)
(659.136, 1671.5)
(662.194, 1677.25)
(662.937, 1679.05)
(664.82, 1685.28)
(665.199, 1687.19)
(665.882, 1694.15)
(665.93, 1695.13)
(665.93, 2140.9)
(665.928, 2141.12)
(665.896, 2142.6)
(665.879, 2143.02)
(665.792, 2144.4)
(665.757, 2144.81)
(665.613, 2146.19)
(665.561, 2146.6)
(665.346, 2148.07)
(665.311, 2148.29)
(660.797, 2174.89)
(660.522, 2178.74)
(660.99, 2182.57)
(662.185, 2186.24)
(664.063, 2189.61)
(666.552, 2192.56)
(669.561, 2194.97)
(672.978, 2196.77)
(676.675, 2197.87)
(680.515, 2198.24)
(1161.27, 2198.24)
(1165.17, 2197.86)
(1168.92, 2196.72)
(1172.38, 2194.87)
(1175.41, 2192.38)
(1177.9, 2189.35)
(1179.75, 2185.89)
(1180.89, 2182.14)
(1181.27, 2178.24)
(1181.27, 2124.32)
(1181.28, 2123.8)
(1181.47, 2120.12)
(1181.58, 2119.1)
(1182.11, 2115.71)
(1182.32, 2114.7)
(1183.19, 2111.38)
(1183.51, 2110.4)
(1184.81, 2106.95)
(1185.0, 2106.47)
(1264.6, 1924.51)
(1264.98, 1923.56)
(1265.14, 1923.15)
(1266.0, 1920.19)
(1266.4, 1917.14)
(1266.42, 1916.72)
(1266.45, 1915.66)
(1266.45, 1900.0)
(1266.58, 1898.71)
(1266.58, 1894.79)
(1266.49, 1893.91)
(1266.44, 1726.76)
(1266.27, 1724.17)
(1266.16, 1723.31)
(1265.33, 1719.67)
(1263.83, 1716.24)
(1261.73, 1713.16)
(1259.09, 1710.51)
(1256.01, 1708.41)
(1252.58, 1706.92)
(1248.94, 1706.08)
(1248.09, 1705.97)
(1245.48, 1705.8)
(1172.0, 1705.8)
(1170.82, 1705.73)
(1161.39, 1704.6)
(1158.85, 1703.96)
(1150.71, 1700.69)
(1148.43, 1699.4)
(1141.43, 1694.12)
(1139.56, 1692.28)
(1134.18, 1685.35)
(1132.86, 1683.09)
(1129.48, 1675.0)
(1128.79, 1672.47)
(1127.55, 1663.13)
(1127.46, 1661.81)
(1127.46, 1564.01)
(1127.47, 1123.63)
(1127.3, 1121.0)
(1127.18, 1120.15)
(1126.35, 1116.51)
(1124.85, 1113.08)
(1122.74, 1110.0)
(1120.1, 1107.36)
(1117.0, 1105.25)
(1113.58, 1103.77)
(1109.93, 1102.94)
(1109.07, 1102.83)
(1106.46, 1102.66)
(609.43, 1103.67)
(605.802, 1104.0)
(602.296, 1105.0)
(599.028, 1106.61)
(596.106, 1108.79)
(593.628, 1111.46)
(591.676, 1114.53)
(545.996, 1203.55)
(544.349, 1207.98)
(543.79, 1212.68)
(543.79, 1212.68)
