[149.84, 864.33, 235.66, 864.33, 235.66, 950.15, 149.84, 950.15]
[239.73, 948.17, 322.41, 948.17, 322.41, 865.49, 239.73, 865.49]
[137.5, 916.71, 137.5, 973.41, 45.38, 973.41, 45.38, 916.71]
[134.64, 1036.49, 134.64, 979.41, 48.02, 979.41, 48.02, 1036.49]
[44.32, 909.55, 44.32, 866.21, 111.28, 866.21, 111.28, 909.55]
[329.39, 987.48, 329.39, 937.48, 378.61, 937.48, 378.61, 987.48]
[273.47, 1005.04, 273.47, 955.04, 322.69, 955.04, 322.69, 1005.04]
[12.55, 989.93, 40.55, 989.93, 40.55, 1037.93, 12.55, 1037.93]
[-20.45, 989.78, 7.55, 989.78, 7.55, 1037.78, -20.45, 1037.78]
[145.34, 911.82, 117.34, 911.82, 117.34, 863.82, 145.34, 863.82]
[7.82, 982.37, -20.18, 982.37, -20.18, 934.37, 7.82, 934.37]
[40.8, 982.51, 12.8, 982.51, 12.8, 934.51, 40.8, 934.51]
[228.76, 991.17, 203.16, 991.17, 203.16, 1032.51, 228.76, 1032.51]
[308.8, 1034.84, 308.8, 1009.24, 267.46, 1009.24, 267.46, 1034.84]
[224.9, 983.93, 224.9, 958.33, 183.56, 958.33, 183.56, 983.93]
[-0.33, 925.73, -24.33, 925.73, -24.33, 881.73, -0.33, 881.73]
[195.43, 1019.3, 195.43, 1033.48, 169.45, 1033.48, 169.45, 1019.3]
[354.92, 1018.29, 354.92, 1032.47, 328.94, 1032.47, 328.94, 1018.29]
[264.6, 955.18, 250.6, 955.18, 250.6, 981.18, 264.6, 981.18]
[231.6, 981.37, 245.6, 981.37, 245.6, 955.37, 231.6, 955.37]
[149.77, 955.59, 149.77, 968.59, 174.77, 968.59, 174.77, 955.59]
[147.46, 1000.66, 160.46, 1000.66, 160.46, 975.66, 147.46, 975.66]
[8.69, 915.65, 8.69, 928.65, 33.69, 928.65, 33.69, 915.65]
[8.73, 897.51, 8.73, 910.51, 33.73, 910.51, 33.73, 897.51]
[251.67, 1013.25, 260.73, 1013.25, 260.73, 1030.19, 251.67, 1030.19]
[344.94, 908.15, 344.94, 917.21, 328.0, 917.21, 328.0, 908.15]
[363.13, 1001.97, 363.13, 992.91, 380.07, 992.91, 380.07, 1001.97]
[327.06, 885.02, 336.12, 885.02, 336.12, 901.96, 327.06, 901.96]
[246.21, 1006.07, 237.15, 1006.07, 237.15, 989.13, 246.21, 989.13]
[260.65, 1006.19, 251.59, 1006.19, 251.59, 989.25, 260.65, 989.25]
[165.79, 974.95, 174.85, 974.95, 174.85, 991.89, 165.79, 991.89]
[363.07, 1016.03, 363.07, 1006.97, 380.01, 1006.97, 380.01, 1016.03]
[190.63, 1002.11, 190.63, 1011.17, 173.69, 1011.17, 173.69, 1002.11]
[347.23, 992.25, 347.23, 1001.31, 330.29, 1001.31, 330.29, 992.25]
[379.77, 1021.23, 379.77, 1029.89, 363.23, 1029.89, 363.23, 1021.23]
