[[308.07, 1664.48, 306.52, 1664.23, 305.13, 1663.52, 304.02, 1662.42, 303.31, 1661.02, 303.07, 1659.48, 303.31, 1657.93, 304.02, 1656.54, 305.13, 1655.43, 306.52, 1654.72, 308.07, 1654.48, 309.62, 1654.72, 311.01, 1655.43, 312.12, 1656.54, 312.83, 1657.93, 313.07, 1659.48, 312.83, 1661.02, 312.12, 1662.42, 311.01, 1663.52, 309.62, 1664.23], [292.32, 1664.48, 290.77, 1664.23, 289.38, 1663.52, 288.27, 1662.42, 287.56, 1661.02, 287.32, 1659.48, 287.56, 1657.93, 288.27, 1656.54, 289.38, 1655.43, 290.77, 1654.72, 292.32, 1654.48, 293.87, 1654.72, 295.26, 1655.43, 296.37, 1656.54, 297.08, 1657.93, 297.32, 1659.48, 297.08, 1661.02, 296.37, 1662.42, 295.26, 1663.52, 293.87, 1664.23], [276.57, 1664.48, 275.02, 1664.23, 273.63, 1663.52, 272.52, 1662.42, 271.81, 1661.02, 271.57, 1659.48, 271.81, 1657.93, 272.52, 1656.54, 273.63, 1655.43, 275.02, 1654.72, 276.57, 1654.48, 278.12, 1654.72, 279.51, 1655.43, 280.62, 1656.54, 281.33, 1657.93, 281.57, 1659.48, 281.33, 1661.02, 280.62, 1662.42, 279.51, 1663.52, 278.12, 1664.23], [260.83, 1664.48, 259.28, 1664.23, 257.89, 1663.52, 256.78, 1662.42, 256.07, 1661.02, 255.83, 1659.48, 256.07, 1657.93, 256.78, 1656.54, 257.89, 1655.43, 259.28, 1654.72, 260.83, 1654.48, 262.38, 1654.72, 263.77, 1655.43, 264.88, 1656.54, 265.59, 1657.93, 265.83, 1659.48, 265.59, 1661.02, 264.88, 1662.42, 263.77, 1663.52, 262.38, 1664.23], [245.08, 1664.48, 243.53, 1664.23, 242.14, 1663.52, 241.03, 1662.42, 240.32, 1661.02, 240.08, 1659.48, 240.32, 1657.93, 241.03, 1656.54, 242.14, 1655.43, 243.53, 1654.72, 245.08, 1654.48, 246.63, 1654.72, 248.02, 1655.43, 249.13, 1656.54, 249.84, 1657.93, 250.08, 1659.48, 249.84, 1661.02, 249.13, 1662.42, 248.02, 1663.52, 246.63, 1664.23], [229.33, 1664.48, 227.78, 1664.23, 226.39, 1663.52, 225.28, 1662.42, 224.57, 1661.02, 224.33, 1659.48, 224.57, 1657.93, 225.28, 1656.54, 226.39, 1655.43, 227.78, 1654.72, 229.33, 1654.48, 230.88, 1654.72, 232.27, 1655.43, 233.38, 1656.54, 234.09, 1657.93, 234.33, 1659.48, 234.09, 1661.02, 233.38, 1662.42, 232.27, 1663.52, 230.88, 1664.23], [308.07, 1680.23, 306.52, 1679.98, 305.13, 1679.27, 304.02, 1678.17, 303.31, 1676.77, 303.07, 1675.23, 303.31, 1673.68, 304.02, 1672.29, 305.13, 1671.18, 306.52, 1670.47, 308.07, 1670.23, 309.62, 1670.47, 311.01, 1671.18, 312.12, 1672.29, 312.83, 1673.68, 313.07, 1675.23, 312.83, 1676.77, 312.12, 1678.17, 311.01, 1679.27, 309.62, 1679.98], [292.32, 1680.23, 290.77, 1679.98, 289.38, 1679.27, 288.27, 1678.17, 287.56, 1676.77, 287.32, 1675.23, 287.56, 1673.68, 288.27, 1672.29, 289.38, 1671.18, 290.77, 1670.47, 292.32, 1670.23, 293.87, 1670.47, 295.26, 1671.18, 296.37, 1672.29, 297.08, 1673.68, 297.32, 1675.23, 297.08, 1676.77, 296.37, 1678.17, 295.26, 1679.27, 293.87, 1679.98], [276.57, 1680.23, 275.02, 1679.98, 273.63, 1679.27, 272.52, 1678.17, 271.81, 1676.77, 271.57, 1675.23, 271.81, 1673.68, 272.52, 1672.29, 273.63, 1671.18, 275.02, 1670.47, 276.57, 1670.23, 278.12, 1670.47, 279.51, 1671.18, 280.62, 1672.29, 281.33, 1673.68, 281.57, 1675.23, 281.33, 1676.77, 280.62, 1678.17, 279.51, 1679.27, 278.12, 1679.98], [260.83, 1680.23, 259.28, 1679.98, 257.89, 1679.27, 256.78, 1678.17, 256.07, 1676.77, 255.83, 1675.23, 256.07, 1673.68, 256.78, 1672.29, 257.89, 1671.18, 259.28, 1670.47, 260.83, 1670.23, 262.38, 1670.47, 263.77, 1671.18, 264.88, 1672.29, 265.59, 1673.68, 265.83, 1675.23, 265.59, 1676.77, 264.88, 1678.17, 263.77, 1679.27, 262.38, 1679.98], [245.08, 1680.23, 243.53, 1679.98, 242.14, 1679.27, 241.03, 1678.17, 240.32, 1676.77, 240.08, 1675.23, 240.32, 1673.68, 241.03, 1672.29, 242.14, 1671.18, 243.53, 1670.47, 245.08, 1670.23, 246.63, 1670.47, 248.02, 1671.18, 249.13, 1672.29, 249.84, 1673.68, 250.08, 1675.23, 249.84, 1676.77, 249.13, 1678.17, 248.02, 1679.27, 246.63, 1679.98], [229.33, 1680.23, 227.78, 1679.98, 226.39, 1679.27, 225.28, 1678.17, 224.57, 1676.77, 224.33, 1675.23, 224.57, 1673.68, 225.28, 1672.29, 226.39, 1671.18, 227.78, 1670.47, 229.33, 1670.23, 230.88, 1670.47, 232.27, 1671.18, 233.38, 1672.29, 234.09, 1673.68, 234.33, 1675.23, 234.09, 1676.77, 233.38, 1678.17, 232.27, 1679.27, 230.88, 1679.98], [308.07, 1695.97, 306.52, 1695.72, 305.13, 1695.01, 304.02, 1693.91, 303.31, 1692.51, 303.07, 1690.97, 303.31, 1689.42, 304.02, 1688.03, 305.13, 1686.92, 306.52, 1686.21, 308.07, 1685.97, 309.62, 1686.21, 311.01, 1686.92, 312.12, 1688.03, 312.83, 1689.42, 313.07, 1690.97, 312.83, 1692.51, 312.12, 1693.91, 311.01, 1695.01, 309.62, 1695.72], [292.32, 1695.97, 290.77, 1695.72, 289.38, 1695.01, 288.27, 1693.91, 287.56, 1692.51, 287.32, 1690.97, 287.56, 1689.42, 288.27, 1688.03, 289.38, 1686.92, 290.77, 1686.21, 292.32, 1685.97, 293.87, 1686.21, 295.26, 1686.92, 296.37, 1688.03, 297.08, 1689.42, 297.32, 1690.97, 297.08, 1692.51, 296.37, 1693.91, 295.26, 1695.01, 293.87, 1695.72], [276.57, 1695.97, 275.02, 1695.72, 273.63, 1695.01, 272.52, 1693.91, 271.81, 1692.51, 271.57, 1690.97, 271.81, 1689.42, 272.52, 1688.03, 273.63, 1686.92, 275.02, 1686.21, 276.57, 1685.97, 278.12, 1686.21, 279.51, 1686.92, 280.62, 1688.03, 281.33, 1689.42, 281.57, 1690.97, 281.33, 1692.51, 280.62, 1693.91, 279.51, 1695.01, 278.12, 1695.72], [260.83, 1695.97, 259.28, 1695.72, 257.89, 1695.01, 256.78, 1693.91, 256.07, 1692.51, 255.83, 1690.97, 256.07, 1689.42, 256.78, 1688.03, 257.89, 1686.92, 259.28, 1686.21, 260.83, 1685.97, 262.38, 1686.21, 263.77, 1686.92, 264.88, 1688.03, 265.59, 1689.42, 265.83, 1690.97, 265.59, 1692.51, 264.88, 1693.91, 263.77, 1695.01, 262.38, 1695.72], [245.08, 1695.97, 243.53, 1695.72, 242.14, 1695.01, 241.03, 1693.91, 240.32, 1692.51, 240.08, 1690.97, 240.32, 1689.42, 241.03, 1688.03, 242.14, 1686.92, 243.53, 1686.21, 245.08, 1685.97, 246.63, 1686.21, 248.02, 1686.92, 249.13, 1688.03, 249.84, 1689.42, 250.08, 1690.97, 249.84, 1692.51, 249.13, 1693.91, 248.02, 1695.01, 246.63, 1695.72], [229.33, 1695.97, 227.78, 1695.72, 226.39, 1695.01, 225.28, 1693.91, 224.57, 1692.51, 224.33, 1690.97, 224.57, 1689.42, 225.28, 1688.03, 226.39, 1686.92, 227.78, 1686.21, 229.33, 1685.97, 230.88, 1686.21, 232.27, 1686.92, 233.38, 1688.03, 234.09, 1689.42, 234.33, 1690.97, 234.09, 1692.51, 233.38, 1693.91, 232.27, 1695.01, 230.88, 1695.72], [308.07, 1711.72, 306.52, 1711.47, 305.13, 1710.76, 304.02, 1709.66, 303.31, 1708.26, 303.07, 1706.72, 303.31, 1705.17, 304.02, 1703.78, 305.13, 1702.67, 306.52, 1701.96, 308.07, 1701.72, 309.62, 1701.96, 311.01, 1702.67, 312.12, 1703.78, 312.83, 1705.17, 313.07, 1706.72, 312.83, 1708.26, 312.12, 1709.66, 311.01, 1710.76, 309.62, 1711.47], [292.32, 1711.72, 290.77, 1711.47, 289.38, 1710.76, 288.27, 1709.66, 287.56, 1708.26, 287.32, 1706.72, 287.56, 1705.17, 288.27, 1703.78, 289.38, 1702.67, 290.77, 1701.96, 292.32, 1701.72, 293.87, 1701.96, 295.26, 1702.67, 296.37, 1703.78, 297.08, 1705.17, 297.32, 1706.72, 297.08, 1708.26, 296.37, 1709.66, 295.26, 1710.76, 293.87, 1711.47], [276.57, 1711.72, 275.02, 1711.47, 273.63, 1710.76, 272.52, 1709.66, 271.81, 1708.26, 271.57, 1706.72, 271.81, 1705.17, 272.52, 1703.78, 273.63, 1702.67, 275.02, 1701.96, 276.57, 1701.72, 278.12, 1701.96, 279.51, 1702.67, 280.62, 1703.78, 281.33, 1705.17, 281.57, 1706.72, 281.33, 1708.26, 280.62, 1709.66, 279.51, 1710.76, 278.12, 1711.47], [260.83, 1711.72, 259.28, 1711.47, 257.89, 1710.76, 256.78, 1709.66, 256.07, 1708.26, 255.83, 1706.72, 256.07, 1705.17, 256.78, 1703.78, 257.89, 1702.67, 259.28, 1701.96, 260.83, 1701.72, 262.38, 1701.96, 263.77, 1702.67, 264.88, 1703.78, 265.59, 1705.17, 265.83, 1706.72, 265.59, 1708.26, 264.88, 1709.66, 263.77, 1710.76, 262.38, 1711.47], [245.08, 1711.72, 243.53, 1711.47, 242.14, 1710.76, 241.03, 1709.66, 240.32, 1708.26, 240.08, 1706.72, 240.32, 1705.17, 241.03, 1703.78, 242.14, 1702.67, 243.53, 1701.96, 245.08, 1701.72, 246.63, 1701.96, 248.02, 1702.67, 249.13, 1703.78, 249.84, 1705.17, 250.08, 1706.72, 249.84, 1708.26, 249.13, 1709.66, 248.02, 1710.76, 246.63, 1711.47], [229.33, 1711.72, 227.78, 1711.47, 226.39, 1710.76, 225.28, 1709.66, 224.57, 1708.26, 224.33, 1706.72, 224.57, 1705.17, 225.28, 1703.78, 226.39, 1702.67, 227.78, 1701.96, 229.33, 1701.72, 230.88, 1701.96, 232.27, 1702.67, 233.38, 1703.78, 234.09, 1705.17, 234.33, 1706.72, 234.09, 1708.26, 233.38, 1709.66, 232.27, 1710.76, 230.88, 1711.47]]
[[328.06, 1740.65, 389.06, 1740.65, 389.06, 1716.65, 328.06, 1716.65], [328.06, 1686.65, 389.06, 1686.65, 389.06, 1662.65, 328.06, 1662.65]]
[[404.09, 1686.31, 465.09, 1686.31, 465.09, 1662.31, 404.09, 1662.31], [404.09, 1740.31, 465.09, 1740.31, 465.09, 1716.31, 404.09, 1716.31]]
[[486.98, 1692.37, 488.53, 1692.62, 489.92, 1693.33, 491.03, 1694.43, 491.74, 1695.83, 491.98, 1697.37, 491.74, 1698.92, 491.03, 1700.31, 489.92, 1701.42, 488.53, 1702.12, 486.98, 1702.37, 485.43, 1702.12, 484.04, 1701.42, 482.93, 1700.31, 482.22, 1698.92, 481.98, 1697.37, 482.22, 1695.83, 482.93, 1694.43, 484.04, 1693.33, 485.43, 1692.62], [502.73, 1692.37, 504.28, 1692.62, 505.67, 1693.33, 506.78, 1694.43, 507.49, 1695.83, 507.73, 1697.37, 507.49, 1698.91, 506.78, 1700.31, 505.67, 1701.41, 504.28, 1702.12, 502.73, 1702.37, 501.18, 1702.12, 499.79, 1701.41, 498.68, 1700.31, 497.97, 1698.91, 497.73, 1697.37, 497.97, 1695.83, 498.68, 1694.43, 499.79, 1693.33, 501.18, 1692.62], [518.48, 1692.37, 520.03, 1692.62, 521.42, 1693.33, 522.53, 1694.43, 523.24, 1695.83, 523.48, 1697.37, 523.24, 1698.91, 522.53, 1700.31, 521.42, 1701.41, 520.03, 1702.12, 518.48, 1702.37, 516.93, 1702.12, 515.54, 1701.41, 514.43, 1700.31, 513.72, 1698.91, 513.48, 1697.37, 513.72, 1695.83, 514.43, 1694.43, 515.54, 1693.33, 516.93, 1692.62], [486.98, 1676.62, 488.53, 1676.87, 489.92, 1677.58, 491.03, 1678.68, 491.74, 1680.08, 491.98, 1681.62, 491.74, 1683.17, 491.03, 1684.56, 489.92, 1685.67, 488.53, 1686.38, 486.98, 1686.62, 485.43, 1686.38, 484.04, 1685.67, 482.93, 1684.56, 482.22, 1683.17, 481.98, 1681.62, 482.22, 1680.08, 482.93, 1678.68, 484.04, 1677.58, 485.43, 1676.87], [502.73, 1676.62, 504.28, 1676.87, 505.67, 1677.58, 506.78, 1678.68, 507.49, 1680.08, 507.73, 1681.62, 507.49, 1683.16, 506.78, 1684.56, 505.67, 1685.66, 504.28, 1686.38, 502.73, 1686.62, 501.18, 1686.38, 499.79, 1685.66, 498.68, 1684.56, 497.97, 1683.16, 497.73, 1681.62, 497.97, 1680.08, 498.68, 1678.68, 499.79, 1677.58, 501.18, 1676.87], [518.48, 1676.62, 520.03, 1676.87, 521.42, 1677.58, 522.53, 1678.68, 523.24, 1680.08, 523.48, 1681.62, 523.24, 1683.16, 522.53, 1684.56, 521.42, 1685.66, 520.03, 1686.38, 518.48, 1686.62, 516.93, 1686.38, 515.54, 1685.66, 514.43, 1684.56, 513.72, 1683.16, 513.48, 1681.62, 513.72, 1680.08, 514.43, 1678.68, 515.54, 1677.58, 516.93, 1676.87], [486.98, 1660.88, 488.53, 1661.12, 489.92, 1661.84, 491.03, 1662.94, 491.74, 1664.34, 491.98, 1665.88, 491.74, 1667.43, 491.03, 1668.82, 489.92, 1669.93, 488.53, 1670.63, 486.98, 1670.88, 485.43, 1670.63, 484.04, 1669.93, 482.93, 1668.82, 482.22, 1667.43, 481.98, 1665.88, 482.22, 1664.34, 482.93, 1662.94, 484.04, 1661.84, 485.43, 1661.12], [502.73, 1660.88, 504.28, 1661.12, 505.67, 1661.84, 506.78, 1662.94, 507.49, 1664.34, 507.73, 1665.88, 507.49, 1667.42, 506.78, 1668.82, 505.67, 1669.92, 504.28, 1670.63, 502.73, 1670.88, 501.18, 1670.63, 499.79, 1669.92, 498.68, 1668.82, 497.97, 1667.42, 497.73, 1665.88, 497.97, 1664.34, 498.68, 1662.94, 499.79, 1661.84, 501.18, 1661.12], [518.48, 1660.88, 520.03, 1661.12, 521.42, 1661.84, 522.53, 1662.94, 523.24, 1664.34, 523.48, 1665.88, 523.24, 1667.42, 522.53, 1668.82, 521.42, 1669.92, 520.03, 1670.63, 518.48, 1670.88, 516.93, 1670.63, 515.54, 1669.92, 514.43, 1668.82, 513.72, 1667.42, 513.48, 1665.88, 513.72, 1664.34, 514.43, 1662.94, 515.54, 1661.84, 516.93, 1661.12], [486.98, 1645.13, 488.53, 1645.38, 489.92, 1646.09, 491.03, 1647.19, 491.74, 1648.59, 491.98, 1650.13, 491.74, 1651.68, 491.03, 1653.07, 489.92, 1654.18, 488.53, 1654.88, 486.98, 1655.13, 485.43, 1654.88, 484.04, 1654.18, 482.93, 1653.07, 482.22, 1651.68, 481.98, 1650.13, 482.22, 1648.59, 482.93, 1647.19, 484.04, 1646.09, 485.43, 1645.38], [502.73, 1645.13, 504.28, 1645.38, 505.67, 1646.09, 506.78, 1647.19, 507.49, 1648.59, 507.73, 1650.13, 507.49, 1651.67, 506.78, 1653.07, 505.67, 1654.17, 504.28, 1654.88, 502.73, 1655.13, 501.18, 1654.88, 499.79, 1654.17, 498.68, 1653.07, 497.97, 1651.67, 497.73, 1650.13, 497.97, 1648.59, 498.68, 1647.19, 499.79, 1646.09, 501.18, 1645.38], [518.48, 1645.13, 520.03, 1645.38, 521.42, 1646.09, 522.53, 1647.19, 523.24, 1648.59, 523.48, 1650.13, 523.24, 1651.67, 522.53, 1653.07, 521.42, 1654.17, 520.03, 1654.88, 518.48, 1655.13, 516.93, 1654.88, 515.54, 1654.17, 514.43, 1653.07, 513.72, 1651.67, 513.48, 1650.13, 513.72, 1648.59, 514.43, 1647.19, 515.54, 1646.09, 516.93, 1645.38]]
[[434.49, 1599.11, 414.49, 1599.11, 414.49, 1618.11, 434.49, 1618.11], [414.49, 1647.93, 434.49, 1647.93, 434.49, 1628.93, 414.49, 1628.93]]
[[401.57, 1599.01, 381.57, 1599.01, 381.57, 1618.01, 401.57, 1618.01], [381.57, 1647.83, 401.57, 1647.83, 401.57, 1628.83, 381.57, 1628.83]]
[[368.55, 1599.13, 348.55, 1599.13, 348.55, 1618.13, 368.55, 1618.13], [348.55, 1647.95, 368.55, 1647.95, 368.55, 1628.95, 348.55, 1628.95]]
[[498.04, 1719.03, 479.04, 1719.03, 479.04, 1739.03, 498.04, 1739.03], [510.04, 1739.03, 529.04, 1739.03, 529.04, 1719.03, 510.04, 1719.03]]
[[493.67, 1609.12, 474.67, 1609.12, 474.67, 1629.12, 493.67, 1629.12], [505.67, 1629.12, 524.67, 1629.12, 524.67, 1609.12, 505.67, 1609.12]]
[[320.25, 1614.51, 302.25, 1614.51, 302.25, 1634.51, 320.25, 1634.51], [272.25, 1634.51, 290.25, 1634.51, 290.25, 1614.51, 272.25, 1614.51]]
[[307.05, 1731.19, 289.05, 1731.19, 289.05, 1751.19, 307.05, 1751.19], [259.05, 1751.19, 277.05, 1751.19, 277.05, 1731.19, 259.05, 1731.19]]
[[445.82, 1622.75, 465.82, 1622.75, 465.82, 1612.75, 445.82, 1612.75], [445.82, 1648.55, 465.82, 1648.55, 465.82, 1638.55, 445.82, 1638.55]]
[[146.3, 1677.86, 158.3, 1677.86, 158.3, 1667.86, 146.3, 1667.86], [146.3, 1659.86, 158.3, 1659.86, 158.3, 1649.86, 146.3, 1649.86]]
[[326.42, 1634.34, 338.42, 1634.34, 338.42, 1624.34, 326.42, 1624.34], [326.42, 1652.34, 338.42, 1652.34, 338.42, 1642.34, 326.42, 1642.34]]
[[165.4, 1677.76, 177.4, 1677.76, 177.4, 1667.76, 165.4, 1667.76], [165.4, 1659.76, 177.4, 1659.76, 177.4, 1649.76, 165.4, 1649.76]]
[[184.61, 1677.63, 196.61, 1677.63, 196.61, 1667.63, 184.61, 1667.63], [184.61, 1659.63, 196.61, 1659.63, 196.61, 1649.63, 184.61, 1649.63]]
[[127.17, 1677.78, 139.17, 1677.78, 139.17, 1667.78, 127.17, 1667.78], [127.17, 1659.78, 139.17, 1659.78, 139.17, 1649.78, 127.17, 1649.78]]
[[238.23, 1636.6, 248.23, 1636.6, 248.23, 1625.6, 238.23, 1625.6], [256.23, 1636.6, 266.23, 1636.6, 266.23, 1625.6, 256.23, 1625.6]]
[[240.33, 1738.73, 251.33, 1738.73, 251.33, 1728.73, 240.33, 1728.73], [240.33, 1756.73, 251.33, 1756.73, 251.33, 1746.73, 240.33, 1746.73]]
[[153.73, 1693.35, 162.73, 1693.35, 162.73, 1682.35, 153.73, 1682.35], [165.73, 1693.35, 174.73, 1693.35, 174.73, 1682.35, 165.73, 1682.35]]
[[224.32, 1749.05, 235.32, 1749.05, 235.32, 1740.05, 224.32, 1740.05], [224.32, 1737.05, 235.32, 1737.05, 235.32, 1728.05, 224.32, 1728.05]]
[[201.63, 1657.24, 212.63, 1657.24, 212.63, 1648.24, 201.63, 1648.24], [201.63, 1669.24, 212.63, 1669.24, 212.63, 1660.24, 201.63, 1660.24]]
[[201.73, 1693.54, 212.73, 1693.54, 212.73, 1684.54, 201.73, 1684.54], [201.73, 1681.54, 212.73, 1681.54, 212.73, 1672.54, 201.73, 1672.54]]
[[189.73, 1693.46, 198.73, 1693.46, 198.73, 1682.46, 189.73, 1682.46], [177.73, 1693.46, 186.73, 1693.46, 186.73, 1682.46, 177.73, 1682.46]]
[[141.73, 1693.31, 150.73, 1693.31, 150.73, 1682.31, 141.73, 1682.31], [129.73, 1693.31, 138.73, 1693.31, 138.73, 1682.31, 129.73, 1682.31]]
