(1734.8, 1102.17)
(1674.31, 1102.17)
(1665.75, 1103.39)
(1657.86, 1106.95)
(1651.29, 1112.57)
(1646.54, 1119.8)
(1524.3, 1379.68)
(1523.36, 1382.0)
(1522.68, 1384.42)
(1522.27, 1386.89)
(1522.13, 1389.39)
(1522.13, 1488.78)
(1522.91, 1494.68)
(1525.19, 1500.19)
(1528.81, 1504.91)
(1533.53, 1508.53)
(1539.04, 1510.81)
(1544.94, 1511.59)
(1670.56, 1511.59)
(1683.0, 1513.23)
(1694.59, 1518.03)
(1704.54, 1525.67)
(1712.18, 1535.62)
(1716.98, 1547.21)
(1718.62, 1559.65)
(1718.62, 1581.64)
(1719.4, 1587.54)
(1721.67, 1593.04)
(1725.3, 1597.77)
(1730.02, 1601.39)
(1735.52, 1603.67)
(1741.42, 1604.45)
(1997.61, 1604.45)
(2005.55, 1603.4)
(2012.95, 1600.34)
(2019.3, 1595.46)
(2024.18, 1589.11)
(2027.24, 1581.71)
(2028.29, 1573.77)
(2028.29, 1408.24)
(2028.04, 1404.3)
(2027.28, 1400.43)
(2026.04, 1396.69)
(2024.32, 1393.14)
(1987.45, 1327.91)
(1984.76, 1322.35)
(1982.81, 1316.49)
(1981.63, 1310.42)
(1981.23, 1304.26)
(1981.23, 1132.85)
(1980.18, 1124.91)
(1977.12, 1117.51)
(1972.24, 1111.16)
(1965.89, 1106.28)
(1958.49, 1103.22)
(1950.55, 1102.17)
(1740.05, 1102.17)
(1734.8, 1102.17)
(1734.8, 1102.17)
