[-824.87, 2143.98, -824.87, 2266.02, -683.13, 2266.02, -683.13, 2143.98]
[-1115.23, 2292.27, -1115.23, 2211.57, -1018.77, 2211.57, -1018.77, 2292.27]
[-804.9, 2361.97, -804.9, 2421.03, -730.1, 2421.03, -730.1, 2361.97]
[-856.53, 2361.1, -856.53, 2435.9, -915.59, 2435.9, -915.59, 2361.1]
[-1014.58, 2363.04, -1014.58, 2305.96, -1087.42, 2305.96, -1087.42, 2363.04]
[-981.02, 2172.17, -981.02, 2128.83, -1047.98, 2128.83, -1047.98, 2172.17]
[-933.31, 2240.87, -972.69, 2240.87, -972.69, 2288.13, -933.31, 2288.13]
[-933.31, 2130.14, -972.69, 2130.14, -972.69, 2177.4, -933.31, 2177.4]
[-885.31, 2240.87, -924.69, 2240.87, -924.69, 2288.13, -885.31, 2288.13]
[-666.81, 2355.37, -706.19, 2355.37, -706.19, 2402.63, -666.81, 2402.63]
[-880.87, 2232.69, -880.87, 2193.31, -928.13, 2193.31, -928.13, 2232.69]
[-880.48, 2185.41, -880.48, 2146.03, -927.74, 2146.03, -927.74, 2185.41]
[-901.62, 2311.81, -901.62, 2351.19, -854.38, 2351.19, -854.38, 2311.81]
[-1091.7, 2417.14, -1054.3, 2417.14, -1054.3, 2371.86, -1091.7, 2371.86]
[-1117.0, 2180.0, -1089.0, 2180.0, -1089.0, 2132.0, -1117.0, 2132.0]
[-1084.0, 2180.0, -1056.0, 2180.0, -1056.0, 2132.0, -1084.0, 2132.0]
[-998.0, 2204.29, -998.0, 2177.71, -1040.32, 2177.71, -1040.32, 2204.29]
[-982.5, 2243.99, -982.5, 2257.01, -1007.5, 2257.01, -1007.5, 2243.99]
[-1034.99, 2396.0, -1048.01, 2396.0, -1048.01, 2371.0, -1034.99, 2371.0]
[-679.01, 2304.0, -665.99, 2304.0, -665.99, 2329.0, -679.01, 2329.0]
[-756.49, 2313.0, -769.51, 2313.0, -769.51, 2288.0, -756.49, 2288.0]
[-679.13, 2231.0, -666.13, 2231.0, -666.13, 2256.0, -679.13, 2256.0]
[-1110.0, 2339.0, -1097.0, 2339.0, -1097.0, 2364.0, -1110.0, 2364.0]
[-792.94, 2312.97, -805.94, 2312.97, -805.94, 2287.97, -792.94, 2287.97]
[-805.99, 2351.97, -818.99, 2351.97, -818.99, 2326.97, -805.99, 2326.97]
[-666.0, 2295.0, -679.0, 2295.0, -679.0, 2270.0, -666.0, 2270.0]
[-982.5, 2280.0, -982.5, 2293.0, -1007.5, 2293.0, -1007.5, 2280.0]
[-982.5, 2262.0, -982.5, 2275.0, -1007.5, 2275.0, -1007.5, 2262.0]
[-874.5, 2223.13, -861.5, 2223.13, -861.5, 2248.13, -874.5, 2248.13]
[-861.43, 2180.12, -874.43, 2180.12, -874.43, 2155.12, -861.43, 2155.12]
[-830.37, 2181.0, -830.37, 2194.0, -855.37, 2194.0, -855.37, 2181.0]
[-855.37, 2158.0, -855.37, 2145.0, -830.37, 2145.0, -830.37, 2158.0]
[-830.37, 2217.5, -830.37, 2230.5, -855.37, 2230.5, -855.37, 2217.5]
[-934.13, 2234.0, -947.13, 2234.0, -947.13, 2209.0, -934.13, 2209.0]
[-976.0, 2184.5, -963.0, 2184.5, -963.0, 2209.5, -976.0, 2209.5]
[-861.5, 2214.0, -874.5, 2214.0, -874.5, 2189.0, -861.5, 2189.0]
[-830.37, 2199.0, -830.37, 2212.0, -855.37, 2212.0, -855.37, 2199.0]
[-877.5, 2256.87, -864.5, 2256.87, -864.5, 2281.87, -877.5, 2281.87]
[-830.37, 2163.0, -830.37, 2176.0, -855.37, 2176.0, -855.37, 2163.0]
[-994.0, 2184.5, -981.0, 2184.5, -981.0, 2209.5, -994.0, 2209.5]
[-855.37, 2254.5, -855.37, 2241.5, -830.37, 2241.5, -830.37, 2254.5]
[-939.5, 2306.5, -939.5, 2293.5, -914.5, 2293.5, -914.5, 2306.5]
[-905.5, 2306.5, -905.5, 2293.5, -880.5, 2293.5, -880.5, 2306.5]
[-909.0, 2341.0, -922.0, 2341.0, -922.0, 2316.0, -909.0, 2316.0]
[-954.0, 2327.5, -954.0, 2314.5, -929.0, 2314.5, -929.0, 2327.5]
[-680.0, 2406.67, -680.0, 2419.67, -705.0, 2419.67, -705.0, 2406.67]
[-724.0, 2392.5, -711.0, 2392.5, -711.0, 2417.5, -724.0, 2417.5]
[-714.5, 2321.5, -701.5, 2321.5, -701.5, 2346.5, -714.5, 2346.5]
[-788.55, 2352.0, -801.55, 2352.0, -801.55, 2327.0, -788.55, 2327.0]
[-701.5, 2312.5, -714.5, 2312.5, -714.5, 2287.5, -701.5, 2287.5]
[-774.5, 2313.0, -787.5, 2313.0, -787.5, 2288.0, -774.5, 2288.0]
[-811.0, 2312.9, -824.0, 2312.9, -824.0, 2287.9, -811.0, 2287.9]
[-842.15, 2310.62, -829.15, 2310.62, -829.15, 2335.62, -842.15, 2335.62]
[-1097.0, 2330.0, -1110.0, 2330.0, -1110.0, 2305.0, -1097.0, 2305.0]
[-938.0, 2393.5, -951.0, 2393.5, -951.0, 2368.5, -938.0, 2368.5]
