(531.866, 2066.58)
(531.82, 2066.58)
(531.82, 2155.77)
(531.992, 2158.38)
(532.482, 2162.1)
(533.834, 2167.15)
(534.766, 2169.4)
(537.377, 2173.92)
(538.86, 2175.85)
(542.55, 2179.54)
(544.483, 2181.02)
(549.003, 2183.63)
(551.254, 2184.57)
(556.295, 2185.92)
(560.019, 2186.41)
(562.633, 2186.58)
(586.995, 2186.58)
(588.299, 2186.67)
(600.112, 2188.22)
(602.623, 2188.89)
(613.024, 2193.2)
(615.275, 2194.5)
(624.207, 2201.35)
(626.045, 2203.19)
(632.899, 2212.12)
(634.198, 2214.38)
(638.507, 2224.78)
(639.18, 2227.29)
(640.735, 2239.1)
(640.82, 2240.4)
(640.82, 2493.67)
(640.75, 2494.85)
(640.744, 2494.9)
(640.783, 2494.9)
(640.594, 2496.13)
(640.647, 2499.48)
(640.82, 2501.22)
(640.82, 2567.69)
(640.92, 2569.68)
(641.206, 2572.54)
(641.994, 2576.44)
(642.546, 2578.23)
(644.09, 2581.89)
(644.985, 2583.54)
(647.224, 2586.82)
(649.074, 2589.03)
(650.418, 2590.48)
(768.755, 2706.2)
(770.208, 2707.49)
(772.378, 2709.23)
(775.607, 2711.35)
(777.215, 2712.2)
(780.791, 2713.65)
(782.532, 2714.17)
(786.321, 2714.92)
(789.094, 2715.19)
(791.03, 2715.28)
(1019.75, 2715.28)
(1021.65, 2715.19)
(1024.37, 2714.93)
(1028.1, 2714.21)
(1029.81, 2713.71)
(1033.34, 2712.3)
(1034.92, 2711.49)
(1038.12, 2709.44)
(1040.27, 2707.75)
(1041.71, 2706.5)
(1194.39, 2561.35)
(1195.78, 2559.88)
(1197.68, 2557.66)
(1200.0, 2554.34)
(1200.92, 2552.68)
(1202.52, 2548.96)
(1203.09, 2547.15)
(1203.9, 2543.19)
(1204.2, 2540.28)
(1204.3, 2538.25)
(1204.3, 2099.1)
(1204.33, 2095.57)
(1204.34, 2095.4)
(1204.44, 2091.86)
(1204.44, 2091.68)
(1204.6, 2088.15)
(1204.61, 2087.97)
(1204.85, 2084.27)
(1238.04, 1619.27)
(1238.06, 1619.09)
(1238.24, 1616.07)
(1238.26, 1615.71)
(1238.39, 1612.77)
(1238.41, 1612.42)
(1238.49, 1609.48)
(1238.49, 1609.12)
(1238.52, 1606.09)
(1238.52, 1605.91)
(1238.52, 1290.87)
(1238.43, 1288.99)
(1238.18, 1286.33)
(1237.49, 1282.67)
(1237.0, 1280.99)
(1235.64, 1277.52)
(1234.86, 1275.96)
(1232.88, 1272.81)
(1231.24, 1270.67)
(1230.05, 1269.25)
(1100.24, 1128.76)
(1098.77, 1127.32)
(1096.54, 1125.36)
(1093.18, 1122.97)
(1091.5, 1122.02)
(1087.73, 1120.37)
(1085.89, 1119.78)
(1081.86, 1118.93)
(1078.91, 1118.63)
(1076.85, 1118.52)
(587.112, 1118.52)
(584.499, 1118.69)
(580.775, 1119.18)
(575.733, 1120.53)
(573.483, 1121.47)
(568.963, 1124.08)
(567.03, 1125.56)
(563.339, 1129.25)
(561.856, 1131.18)
(559.246, 1135.7)
(558.314, 1137.95)
(556.962, 1143.0)
(556.472, 1146.72)
(556.3, 1149.33)
(556.3, 1672.64)
(556.283, 1673.22)
(555.977, 1678.49)
(555.843, 1679.64)
(554.98, 1684.56)
(554.715, 1685.68)
(553.289, 1690.46)
(552.896, 1691.55)
(550.815, 1696.4)
(550.57, 1696.93)
(535.197, 1727.69)
(534.713, 1728.73)
(534.048, 1730.27)
(533.258, 1732.45)
(532.944, 1733.5)
(532.411, 1735.76)
(532.221, 1736.84)
(531.952, 1739.14)
(531.854, 1740.81)
(531.82, 1741.97)
(531.82, 2065.56)
(531.866, 2065.56)
(531.866, 2066.58)
(531.866, 2066.58)
