(1062.41, 2473.06)
(1008.42, 2473.06)
(1001.73, 2472.49)
(995.234, 2470.79)
(989.122, 2468.01)
(983.57, 2464.23)
(983.55, 2464.23)
(982.99, 2463.76)
(980.037, 2461.68)
(976.766, 2460.15)
(973.278, 2459.21)
(969.68, 2458.89)
(909.44, 2458.89)
(906.138, 2459.33)
(903.061, 2460.6)
(900.418, 2462.63)
(898.39, 2465.27)
(897.115, 2468.35)
(896.68, 2471.65)
(896.68, 2544.49)
(896.017, 2551.22)
(894.054, 2557.68)
(890.868, 2563.65)
(886.58, 2568.87)
(885.01, 2570.44)
(882.441, 2573.57)
(880.532, 2577.14)
(879.357, 2581.01)
(878.96, 2585.04)
(878.96, 2636.64)
(870.1, 2636.64)
(870.1, 2664.14)
(878.96, 2664.14)
(878.96, 2747.24)
(879.394, 2750.54)
(880.668, 2753.62)
(882.695, 2756.27)
(885.338, 2758.3)
(888.416, 2759.57)
(891.72, 2760.01)
(990.18, 2760.01)
(990.18, 2768.87)
(1025.55, 2768.87)
(1025.55, 2760.01)
(1140.54, 2760.01)
(1143.85, 2759.58)
(1146.93, 2758.3)
(1149.57, 2756.27)
(1151.6, 2753.63)
(1152.88, 2750.55)
(1153.31, 2747.24)
(1153.31, 2742.13)
(1156.16, 2720.47)
(1164.52, 2700.28)
(1177.82, 2682.95)
(1195.15, 2669.64)
(1215.34, 2661.28)
(1237.0, 2658.43)
(1282.28, 2658.43)
(1285.58, 2657.99)
(1288.66, 2656.72)
(1291.3, 2654.69)
(1293.33, 2652.05)
(1294.6, 2648.97)
(1295.04, 2645.67)
(1295.04, 2473.62)
(1294.54, 2469.81)
(1293.07, 2466.26)
(1290.72, 2463.21)
(1287.67, 2460.86)
(1284.12, 2459.39)
(1280.31, 2458.89)
(1116.92, 2458.89)
(1113.32, 2459.21)
(1109.83, 2460.15)
(1106.56, 2461.68)
(1103.6, 2463.76)
(1103.05, 2464.23)
(1103.03, 2464.23)
(1097.48, 2468.01)
(1091.37, 2470.79)
(1084.87, 2472.49)
(1078.18, 2473.06)
(1064.37, 2473.06)
(1062.41, 2473.06)
(1062.41, 2473.06)
