(2194.57, 282.48)
(2072.53, 282.48)
(2066.63, 283.257)
(2061.12, 285.536)
(2056.4, 289.161)
(2052.78, 293.885)
(2050.5, 299.386)
(2049.72, 305.29)
(2049.72, 437.15)
(2050.5, 443.054)
(2052.78, 448.555)
(2056.4, 453.279)
(2061.13, 456.904)
(2066.63, 459.183)
(2072.53, 459.96)
(2187.4, 459.96)
(2190.47, 459.806)
(2193.52, 459.344)
(2196.5, 458.579)
(2199.39, 457.52)
(2239.28, 440.59)
(2243.81, 438.935)
(2248.47, 437.74)
(2253.24, 437.02)
(2258.05, 436.78)
(2380.24, 436.78)
(2388.18, 435.734)
(2395.58, 432.669)
(2401.93, 427.793)
(2406.81, 421.439)
(2409.87, 414.04)
(2410.92, 406.1)
(2410.92, 305.29)
(2410.14, 299.386)
(2407.86, 293.885)
(2404.24, 289.161)
(2399.52, 285.536)
(2394.01, 283.257)
(2388.11, 282.48)
(2197.68, 282.48)
(2194.57, 282.48)
(2194.57, 282.48)
