(815.639, 1716.03)
(815.639, 1637.46)
(816.328, 1629.58)
(818.375, 1621.94)
(821.718, 1614.78)
(826.254, 1608.3)
(891.182, 1530.92)
(894.518, 1526.15)
(896.976, 1520.88)
(898.482, 1515.26)
(898.989, 1509.47)
(898.989, 1498.12)
(898.12, 1491.52)
(895.573, 1485.37)
(891.521, 1480.09)
(886.241, 1476.04)
(880.092, 1473.49)
(873.493, 1472.62)
(847.791, 1472.62)
(841.87, 1472.23)
(836.049, 1471.07)
(830.43, 1469.17)
(825.108, 1466.54)
(791.186, 1446.96)
(787.271, 1445.03)
(783.138, 1443.62)
(778.857, 1442.77)
(774.501, 1442.49)
(105.292, 1442.49)
(98.6932, 1443.36)
(92.5441, 1445.9)
(87.2637, 1449.95)
(83.2119, 1455.24)
(80.6648, 1461.38)
(79.796, 1467.98)
(79.796, 1510.05)
(78.8764, 1519.14)
(76.1551, 1527.86)
(71.7423, 1535.85)
(65.817, 1542.81)
(37.25, 1570.18)
(33.9205, 1574.09)
(31.441, 1578.58)
(29.9118, 1583.48)
(29.395, 1588.59)
(29.395, 1929.33)
(30.2638, 1935.92)
(32.8108, 1942.07)
(36.8626, 1947.35)
(42.143, 1951.41)
(48.2922, 1953.95)
(54.891, 1954.82)
(267.824, 1954.82)
(274.423, 1953.95)
(280.572, 1951.41)
(285.852, 1947.35)
(289.904, 1942.07)
(292.451, 1935.92)
(293.32, 1929.33)
(293.32, 1810.11)
(295.134, 1796.32)
(300.453, 1783.48)
(308.915, 1772.46)
(319.942, 1763.99)
(332.783, 1758.68)
(346.564, 1756.86)
(790.143, 1756.86)
(796.742, 1755.99)
(802.891, 1753.45)
(808.171, 1749.39)
(812.223, 1744.11)
(814.77, 1737.96)
(815.639, 1731.37)
(815.639, 1716.13)
(815.639, 1716.03)
(815.639, 1716.03)
