(-405.68, 1273.6)
(-405.68, 1358.2)
(-404.471, 1367.36)
(-400.933, 1375.9)
(-395.305, 1383.23)
(-387.972, 1388.86)
(-379.433, 1392.39)
(-370.27, 1393.6)
(-89.75, 1393.6)
(-80.5867, 1392.39)
(-72.0476, 1388.86)
(-64.7145, 1383.23)
(-59.087, 1375.9)
(-55.5485, 1367.36)
(-54.34, 1358.2)
(-54.34, 1134.91)
(-55.5472, 1125.75)
(-59.0849, 1117.21)
(-64.7122, 1109.87)
(-72.0456, 1104.24)
(-80.5855, 1100.71)
(-89.75, 1099.5)
(-333.34, 1099.5)
(-342.679, 1100.76)
(-351.357, 1104.43)
(-358.759, 1110.26)
(-364.36, 1117.84)
(-401.29, 1184.96)
(-403.186, 1188.98)
(-404.563, 1193.21)
(-405.398, 1197.58)
(-405.68, 1202.02)
(-405.68, 1272.58)
(-405.68, 1273.6)
(-405.68, 1273.6)
