[719.66, 1580.39, 603.52, 1580.39, 603.52, 1708.35, 719.66, 1708.35]
[933.14, 1799.14, 933.14, 1714.5, 828.8, 1714.5, 828.8, 1799.14]
[736.88, 1586.91, 736.88, 1645.97, 811.68, 1645.97, 811.68, 1586.91]
[817.92, 1714.23, 817.92, 1759.51, 756.9, 1759.51, 756.9, 1714.23]
[741.43, 1834.97, 741.43, 1789.69, 786.71, 1789.69, 786.71, 1834.97]
[582.96, 1712.35, 582.96, 1751.73, 630.22, 1751.73, 630.22, 1712.35]
[781.7, 1669.77, 781.7, 1709.15, 828.96, 1709.15, 828.96, 1669.77]
[890.45, 1819.72, 890.45, 1832.72, 865.45, 1832.72, 865.45, 1819.72]
[758.27, 1678.41, 745.27, 1678.41, 745.27, 1653.41, 758.27, 1653.41]
[727.28, 1653.41, 740.28, 1653.41, 740.28, 1678.41, 727.28, 1678.41]
[569.52, 1637.59, 582.52, 1637.59, 582.52, 1662.59, 569.52, 1662.59]
[599.52, 1662.59, 586.52, 1662.59, 586.52, 1637.59, 599.52, 1637.59]
[689.89, 1731.95, 689.89, 1744.95, 664.89, 1744.95, 664.89, 1731.95]
[664.89, 1726.95, 664.89, 1713.95, 689.89, 1713.95, 689.89, 1726.95]
[582.52, 1696.38, 569.52, 1696.38, 569.52, 1671.38, 582.52, 1671.38]
[586.52, 1671.38, 599.52, 1671.38, 599.52, 1696.38, 586.52, 1696.38]
[739.75, 1736.9, 739.75, 1727.84, 722.81, 1727.84, 722.81, 1736.9]
[742.87, 1708.66, 742.87, 1699.6, 725.93, 1699.6, 725.93, 1708.66]
[809.2, 1781.12, 800.14, 1781.12, 800.14, 1798.06, 809.2, 1798.06]
[582.33, 1613.02, 573.27, 1613.02, 573.27, 1629.96, 582.33, 1629.96]
[723.66, 1601.4, 732.72, 1601.4, 732.72, 1584.46, 723.66, 1584.46]
[772.08, 1689.82, 763.02, 1689.82, 763.02, 1706.76, 772.08, 1706.76]
[741.92, 1784.02, 750.98, 1784.02, 750.98, 1767.08, 741.92, 1767.08]
[779.1, 1767.06, 770.04, 1767.06, 770.04, 1784.0, 779.1, 1784.0]
[732.72, 1608.47, 723.66, 1608.47, 723.66, 1625.41, 732.72, 1625.41]
[849.27, 1833.28, 858.33, 1833.28, 858.33, 1816.34, 849.27, 1816.34]
[643.8, 1714.74, 634.74, 1714.74, 634.74, 1731.68, 643.8, 1731.68]
[824.5, 1825.3, 824.5, 1816.24, 807.56, 1816.24, 807.56, 1825.3]
[736.77, 1743.1, 727.71, 1743.1, 727.71, 1760.04, 736.77, 1760.04]
[751.06, 1742.98, 742.0, 1742.98, 742.0, 1759.92, 751.06, 1759.92]
[742.84, 1694.58, 742.84, 1685.52, 725.9, 1685.52, 725.9, 1694.58]
[792.5, 1837.22, 801.56, 1837.22, 801.56, 1820.28, 792.5, 1820.28]
[567.41, 1597.89, 567.41, 1606.95, 584.35, 1606.95, 584.35, 1597.89]
[590.46, 1605.93, 599.52, 1605.93, 599.52, 1588.99, 590.46, 1588.99]
[648.83, 1731.68, 657.89, 1731.68, 657.89, 1714.74, 648.83, 1714.74]
[698.17, 1719.3, 698.17, 1728.36, 715.11, 1728.36, 715.11, 1719.3]
[765.04, 1767.08, 755.98, 1767.08, 755.98, 1784.02, 765.04, 1784.02]
[824.57, 1839.37, 824.57, 1830.31, 807.63, 1830.31, 807.63, 1839.37]
[748.96, 1706.76, 758.02, 1706.76, 758.02, 1689.82, 748.96, 1689.82]
[823.31, 1793.21, 814.25, 1793.21, 814.25, 1810.15, 823.31, 1810.15]
[793.16, 1767.04, 784.1, 1767.04, 784.1, 1783.98, 793.16, 1783.98]
[739.75, 1722.84, 739.75, 1713.78, 722.81, 1713.78, 722.81, 1722.84]
[596.39, 1613.02, 587.33, 1613.02, 587.33, 1629.96, 596.39, 1629.96]
[808.47, 1659.48, 808.47, 1650.42, 791.53, 1650.42, 791.53, 1659.48]
[767.41, 1650.54, 767.41, 1659.6, 784.35, 1659.6, 784.35, 1650.54]
[881.32, 1814.6, 881.32, 1805.54, 864.38, 1805.54, 864.38, 1814.6]
[900.81, 1805.63, 900.81, 1814.69, 917.75, 1814.69, 917.75, 1805.63]
[929.89, 1814.74, 929.89, 1805.68, 912.95, 1805.68, 912.95, 1814.74]
[844.17, 1804.19, 835.11, 1804.19, 835.11, 1821.13, 844.17, 1821.13]
[578.85, 1728.93, 569.79, 1728.93, 569.79, 1745.87, 578.85, 1745.87]
[569.43, 1721.87, 578.49, 1721.87, 578.49, 1704.93, 569.43, 1704.93]
[766.28, 1682.57, 775.34, 1682.57, 775.34, 1665.63, 766.28, 1665.63]
[849.29, 1821.12, 858.35, 1821.12, 858.35, 1804.18, 849.29, 1804.18]
[799.19, 1765.98, 799.19, 1775.04, 816.13, 1775.04, 816.13, 1765.98]
[639.86, 1737.81, 639.86, 1746.87, 656.8, 1746.87, 656.8, 1737.81]
[876.45, 1805.52, 876.45, 1814.58, 893.39, 1814.58, 893.39, 1805.52]
[900.32, 1819.74, 900.32, 1828.8, 917.26, 1828.8, 917.26, 1819.74]
[823.28, 1781.15, 814.22, 1781.15, 814.22, 1798.09, 823.28, 1798.09]
[835.12, 1833.37, 844.18, 1833.37, 844.18, 1816.43, 835.12, 1816.43]
