(563.6, 1756.44)
(683.08, 1756.44)
(695.851, 1758.14)
(707.748, 1763.08)
(717.96, 1770.93)
(725.793, 1781.16)
(730.711, 1793.07)
(732.38, 1805.84)
(732.38, 1830.24)
(732.856, 1833.77)
(734.23, 1837.06)
(736.41, 1839.88)
(739.246, 1842.04)
(742.544, 1843.39)
(746.08, 1843.84)
(912.58, 1843.84)
(920.399, 1842.82)
(927.687, 1839.8)
(933.944, 1835.0)
(938.743, 1828.75)
(941.757, 1821.46)
(942.78, 1813.64)
(942.78, 1705.74)
(942.316, 1702.1)
(940.925, 1698.71)
(938.703, 1695.79)
(935.8, 1693.54)
(932.416, 1692.13)
(928.78, 1691.64)
(896.48, 1691.64)
(877.288, 1689.12)
(859.401, 1681.73)
(844.037, 1669.95)
(832.243, 1654.61)
(824.822, 1636.73)
(822.28, 1617.54)
(822.28, 1587.74)
(821.634, 1584.19)
(820.104, 1580.92)
(817.79, 1578.16)
(814.847, 1576.07)
(811.469, 1574.8)
(807.88, 1574.44)
(586.58, 1574.44)
(583.565, 1574.79)
(580.702, 1575.79)
(578.131, 1577.4)
(575.98, 1579.54)
(572.98, 1583.34)
(572.48, 1583.34)
(567.528, 1587.12)
(563.6, 1589.1)
(563.6, 1756.44)
